Income,income_value,education_range,education_value
75k-99k,0.133779772,Bachelors degree or higher,0.23945071
75k-99k,0.136911067,Bachelors degree or higher,0.225182673
75k-99k,0.123574873,Bachelors degree or higher,0.170417072
75k-99k,0.134973217,Bachelors degree or higher,0.265660936
75k-99k,0.119471315,Bachelors degree or higher,0.289623792
75k-99k,0.13829258,Bachelors degree or higher,0.297880398
75k-99k,0.15020172,Bachelors degree or higher,0.377655734
75k-99k,0.135074361,Bachelors degree or higher,0.229941147
75k-99k,0.146486678,Bachelors degree or higher,0.286119453
75k-99k,0.113950564,Bachelors degree or higher,0.314967247
75k-99k,0.136886314,Bachelors degree or higher,0.210690844
75k-99k,0.127293808,Bachelors degree or higher,0.331468104
75k-99k,0.111596901,Bachelors degree or higher,0.169544378
75k-99k,0.132448047,Bachelors degree or higher,0.340796969
75k-99k,0.135485271,Bachelors degree or higher,0.365306186
75k-99k,0.128636179,Bachelors degree or higher,0.334928259
75k-99k,0.117000347,Bachelors degree or higher,0.293054214
75k-99k,0.117344626,Bachelors degree or higher,0.139646854
75k-99k,0.107460973,Bachelors degree or higher,0.403785158
75k-99k,0.126495115,Bachelors degree or higher,0.391214145
75k-99k,0.123922583,Bachelors degree or higher,0.310617512
75k-99k,0.131756757,Bachelors degree or higher,0.452086084
75k-99k,0.129322986,Bachelors degree or higher,0.429177385
75k-99k,0.126434732,Bachelors degree or higher,0.365790292
75k-99k,0.144845901,Bachelors degree or higher,0.371173178
75k-99k,0.120278001,Bachelors degree or higher,0.210191757
75k-99k,0.131883008,Bachelors degree or higher,0.193388765
75k-99k,0.158248473,Bachelors degree or higher,0.264360808
75k-99k,0.137748792,Bachelors degree or higher,0.393153686
75k-99k,0.129123356,Bachelors degree or higher,0.405956397
75k-99k,0.14499588,Bachelors degree or higher,0.285094124
75k-99k,0.110895001,Bachelors degree or higher,0.189880326
75k-99k,0.102517034,Bachelors degree or higher,0.485993302
75k-99k,0.129479137,Bachelors degree or higher,0.322416448
75k-99k,0.127360719,Bachelors degree or higher,0.253861635
75k-99k,0.112974692,Bachelors degree or higher,0.476798341
75k-99k,0.142305845,Bachelors degree or higher,0.264152233
75k-99k,0.128847936,Bachelors degree or higher,0.217391375
75k-99k,0.112099308,Bachelors degree or higher,0.326482023
75k-99k,0.09941534,Bachelors degree or higher,0.556350898
75k-99k,0.129898835,Bachelors degree or higher,0.259842849
75k-99k,0.148717839,Bachelors degree or higher,0.298678968
75k-99k,0.111599976,Bachelors degree or higher,0.342796413
75k-99k,0.107486077,Bachelors degree or higher,0.53247643
75k-99k,0.166820888,Bachelors degree or higher,0.225390914
75k-99k,0.08252166,Bachelors degree or higher,0.621343298
75k-99k,0.146709866,Bachelors degree or higher,0.27673033
75k-99k,0.136475829,Bachelors degree or higher,0.466167758
75k-99k,0.133286332,Bachelors degree or higher,0.393378333
75k-99k,0.13058584,Bachelors degree or higher,0.497374587
75k-99k,0.130337094,Bachelors degree or higher,0.292744966
75k-99k,0.111990751,Bachelors degree or higher,0.519573649
75k-99k,0.111240832,Bachelors degree or higher,0.364569915
75k-99k,0.109853752,Bachelors degree or higher,0.295203173
75k-99k,0.156652724,Bachelors degree or higher,0.276447336
75k-99k,0.132944738,Bachelors degree or higher,0.200662647
75k-99k,0.104644992,Bachelors degree or higher,0.657906078
75k-99k,0.107711467,Bachelors degree or higher,0.477257277
75k-99k,0.121959521,Bachelors degree or higher,0.193561571
75k-99k,0.115865257,Bachelors degree or higher,0.207443289
75k-99k,0.136017771,Bachelors degree or higher,0.214247879
75k-99k,0.118191158,Bachelors degree or higher,0.241437248
75k-99k,0.137466517,Bachelors degree or higher,0.401823764
75k-99k,0.123476014,Bachelors degree or higher,0.494299242
75k-99k,0.089192096,Bachelors degree or higher,0.716839234
75k-99k,0.139038441,Bachelors degree or higher,0.246755857
75k-99k,0.125790207,Bachelors degree or higher,0.402456199
75k-99k,0.141313884,Bachelors degree or higher,0.28959722
75k-99k,0.125954338,Bachelors degree or higher,0.124953499
75k-99k,0.125839109,Bachelors degree or higher,0.320950915
75k-99k,0.146164265,Bachelors degree or higher,0.301832625
75k-99k,0.128884497,Bachelors degree or higher,0.296164783
75k-99k,0.10027729,Bachelors degree or higher,0.201873001
75k-99k,0.133374013,Bachelors degree or higher,0.348585235
75k-99k,0.114333648,Bachelors degree or higher,0.390158497
75k-99k,0.133109841,Bachelors degree or higher,0.302616346
75k-99k,0.140952851,Bachelors degree or higher,0.195608721
75k-99k,0.131672507,Bachelors degree or higher,0.195330266
75k-99k,0.111756524,Bachelors degree or higher,0.430289571
75k-99k,0.13152654,Bachelors degree or higher,0.374168176
75k-99k,0.139484668,Bachelors degree or higher,0.245042819
75k-99k,0.141496074,Bachelors degree or higher,0.26214116
75k-99k,0.122355995,Bachelors degree or higher,0.444333852
75k-99k,0.105340667,Bachelors degree or higher,0.306922924
75k-99k,0.137277441,Bachelors degree or higher,0.23545291
75k-99k,0.133004448,Bachelors degree or higher,0.291194472
75k-99k,0.127425717,Bachelors degree or higher,0.234235981
75k-99k,0.107183806,Bachelors degree or higher,0.48985033
75k-99k,0.123776919,Bachelors degree or higher,0.304442826
75k-99k,0.136282592,Bachelors degree or higher,0.196993033
75k-99k,0.10220639,Bachelors degree or higher,0.200950796
75k-99k,0.139676682,Bachelors degree or higher,0.327577059
75k-99k,0.134942579,Bachelors degree or higher,0.230084347
75k-99k,0.099753681,Bachelors degree or higher,0.192187527
75k-99k,0.080626789,Bachelors degree or higher,0.614755975
75k-99k,0.131118082,Bachelors degree or higher,0.295935518
75k-99k,0.14044176,Bachelors degree or higher,0.254305751
75k-99k,0.105781067,Bachelors degree or higher,0.467413437
75k-99k,0.134091708,Bachelors degree or higher,0.29549378
75k-99k,0.11017809,Bachelors degree or higher,0.23430317
75k-99k,0.080559019,Bachelors degree or higher,0.682122658
75k-99k,0.137608165,Bachelors degree or higher,0.27804064
75k-99k,0.128349153,Bachelors degree or higher,0.255875121
75k-99k,0.109829454,Bachelors degree or higher,0.452990181
75k-99k,0.127946867,Bachelors degree or higher,0.416003051
75k-99k,0.120134916,Bachelors degree or higher,0.248906438
75k-99k,0.118549465,Bachelors degree or higher,0.321435064
75k-99k,0.121399231,Bachelors degree or higher,0.179849662
75k-99k,0.12173008,Bachelors degree or higher,0.327603287
75k-99k,0.113165974,Bachelors degree or higher,0.185507302
75k-99k,0.125978846,Bachelors degree or higher,0.377401775
75k-99k,0.136898082,Bachelors degree or higher,0.276657336
75k-99k,0.129062322,Bachelors degree or higher,0.279301177
75k-99k,0.125116327,Bachelors degree or higher,0.214856489
75k-99k,0.115357228,Bachelors degree or higher,0.212481588
75k-99k,0.120254923,Bachelors degree or higher,0.32723078
75k-99k,0.130435403,Bachelors degree or higher,0.187107359
75k-99k,0.117537978,Bachelors degree or higher,0.363754566
75k-99k,0.133517247,Bachelors degree or higher,0.451073992
75k-99k,0.134016007,Bachelors degree or higher,0.349458421
75k-99k,0.121268808,Bachelors degree or higher,0.257268597
75k-99k,0.115762578,Bachelors degree or higher,0.208362101
75k-99k,0.137010013,Bachelors degree or higher,0.274460383
75k-99k,0.14772338,Bachelors degree or higher,0.265083964
75k-99k,0.134266847,Bachelors degree or higher,0.248878971
75k-99k,0.118067933,Bachelors degree or higher,0.243469763
75k-99k,0.141421942,Bachelors degree or higher,0.216778845
75k-99k,0.132496685,Bachelors degree or higher,0.263476133
75k-99k,0.138052298,Bachelors degree or higher,0.210406381
75k-99k,0.108393628,Bachelors degree or higher,0.281366343
75k-99k,0.119046561,Bachelors degree or higher,0.412098286
75k-99k,0.126445719,Bachelors degree or higher,0.434863641
75k-99k,0.129870712,Bachelors degree or higher,0.243127004
75k-99k,0.140349349,Bachelors degree or higher,0.169888946
75k-99k,0.139536032,Bachelors degree or higher,0.430736893
75k-99k,0.130072683,Bachelors degree or higher,0.520023549
75k-99k,0.1034965,Bachelors degree or higher,0.217630744
75k-99k,0.131961122,Bachelors degree or higher,0.278747327
75k-99k,0.123808548,Bachelors degree or higher,0.560079367
75k-99k,0.142396628,Bachelors degree or higher,0.379178581
75k-99k,0.137655739,Bachelors degree or higher,0.349276222
75k-99k,0.134048635,Bachelors degree or higher,0.276130236
75k-99k,0.102468324,Bachelors degree or higher,0.210983709
75k-99k,0.142976447,Bachelors degree or higher,0.247760996
75k-99k,0.125164309,Bachelors degree or higher,0.338062013
75k-99k,0.132682837,Bachelors degree or higher,0.169039478
75k-99k,0.119955386,Bachelors degree or higher,0.177736146
75k-99k,0.1329606,Bachelors degree or higher,0.201787345
75k-99k,0.114975291,Bachelors degree or higher,0.221042978
75k-99k,0.138955585,Bachelors degree or higher,0.312447083
75k-99k,0.138174648,Bachelors degree or higher,0.264366019
75k-99k,0.124582114,Bachelors degree or higher,0.32076206
75k-99k,0.131388373,Bachelors degree or higher,0.301584814
75k-99k,0.149406719,Bachelors degree or higher,0.300663692
75k-99k,0.143133719,Bachelors degree or higher,0.335355318
75k-99k,0.14772362,Bachelors degree or higher,0.290769247
75k-99k,0.142298757,Bachelors degree or higher,0.470568862
75k-99k,0.126071141,Bachelors degree or higher,0.229248341
75k-99k,0.133577867,Bachelors degree or higher,0.216939889
75k-99k,0.119959775,Bachelors degree or higher,0.296240574
75k-99k,0.134544813,Bachelors degree or higher,0.400618474
75k-99k,0.125524109,Bachelors degree or higher,0.285968586
75k-99k,0.092117251,Bachelors degree or higher,0.080189135
75k-99k,0.129889622,Bachelors degree or higher,0.25955766
75k-99k,0.140495538,Bachelors degree or higher,0.241733307
75k-99k,0.147079024,Bachelors degree or higher,0.329317159
75k-99k,0.131330111,Bachelors degree or higher,0.128920116
75k-99k,0.127109788,Bachelors degree or higher,0.322601986
75k-99k,0.131551152,Bachelors degree or higher,0.299371248
75k-99k,0.113303834,Bachelors degree or higher,0.298538829
75k-99k,0.131046487,Bachelors degree or higher,0.163066502
75k-99k,0.122565966,Bachelors degree or higher,0.424510484
75k-99k,0.133863517,Bachelors degree or higher,0.278084867
75k-99k,0.122316257,Bachelors degree or higher,0.288044433
75k-99k,0.127736722,Bachelors degree or higher,0.282454835
75k-99k,0.106997964,Bachelors degree or higher,0.27499607
75k-99k,0.137716668,Bachelors degree or higher,0.283035592
75k-99k,0.125697564,Bachelors degree or higher,0.467624879
75k-99k,0.119910649,Bachelors degree or higher,0.159618208
75k-99k,0.129104608,Bachelors degree or higher,0.363640784
75k-99k,0.130243407,Bachelors degree or higher,0.333627054
75k-99k,0.135981061,Bachelors degree or higher,0.22489551
75k-99k,0.136710286,Bachelors degree or higher,0.297225673
75k-99k,0.130460457,Bachelors degree or higher,0.221244082
75k-99k,0.124049704,Bachelors degree or higher,0.332050681
75k-99k,0.124974279,Bachelors degree or higher,0.465596422
75k-99k,0.128661446,Bachelors degree or higher,0.286860025
75k-99k,0.116390034,Bachelors degree or higher,0.367558516
75k-99k,0.127728412,Bachelors degree or higher,0.171440013
75k-99k,0.132041729,Bachelors degree or higher,0.338862133
75k-99k,0.136996799,Bachelors degree or higher,0.281886415
75k-99k,0.130504711,Bachelors degree or higher,0.196436542
75k-99k,0.127008832,Bachelors degree or higher,0.209944351
75k-99k,0.088422014,Bachelors degree or higher,0.069558478
75k-99k,0.118552556,Bachelors degree or higher,0.202544084
75k-99k,0.125842873,Bachelors degree or higher,0.284330576
75k-99k,0.122162222,Bachelors degree or higher,0.138622357
75k-99k,0.128807363,Bachelors degree or higher,0.330405817
75k-99k,0.13157611,Bachelors degree or higher,0.271445106
75k-99k,0.124486055,Bachelors degree or higher,0.370043858
75k-99k,0.117551,Bachelors degree or higher,0.228844722
75k-99k,0.131363774,Bachelors degree or higher,0.260902722
75k-99k,0.140318767,Bachelors degree or higher,0.359613235
75k-99k,0.128428717,Bachelors degree or higher,0.42695911
75k-99k,0.152786736,Bachelors degree or higher,0.238625477
75k-99k,0.143313897,Bachelors degree or higher,0.49932987
75k-99k,0.11631471,Bachelors degree or higher,0.313865222
75k-99k,0.122878693,Bachelors degree or higher,0.214337969
75k-99k,0.120718835,Bachelors degree or higher,0.354091774
75k-99k,0.130580144,Bachelors degree or higher,0.470154444
75k-99k,0.147311789,Bachelors degree or higher,0.321694992
75k-99k,0.128000056,Bachelors degree or higher,0.486843641
75k-99k,0.145271968,Bachelors degree or higher,0.332678195
75k-99k,0.109151116,Bachelors degree or higher,0.214499711
75k-99k,0.127830467,Bachelors degree or higher,0.208413129
75k-99k,0.14520931,Bachelors degree or higher,0.224344396
75k-99k,0.124468301,Bachelors degree or higher,0.427408779
75k-99k,0.121245105,Bachelors degree or higher,0.212581306
75k-99k,0.136075172,Bachelors degree or higher,0.284242021
75k-99k,0.096985252,Bachelors degree or higher,0.58287507
75k-99k,0.127995479,Bachelors degree or higher,0.404203667
75k-99k,0.12253537,Bachelors degree or higher,0.178280065
75k-99k,0.129943942,Bachelors degree or higher,0.34337408
75k-99k,0.110805604,Bachelors degree or higher,0.389591171
75k-99k,0.121418467,Bachelors degree or higher,0.226346808
75k-99k,0.131508951,Bachelors degree or higher,0.244031071
75k-99k,0.133118753,Bachelors degree or higher,0.430316751
75k-99k,0.142983668,Bachelors degree or higher,0.286280385
75k-99k,0.128671172,Bachelors degree or higher,0.241382829
75k-99k,0.145982876,Bachelors degree or higher,0.257399317
75k-99k,0.144920176,Bachelors degree or higher,0.238337992
75k-99k,0.115375984,Bachelors degree or higher,0.445245827
75k-99k,0.128105865,Bachelors degree or higher,0.210446399
75k-99k,0.132120094,Bachelors degree or higher,0.253724493
75k-99k,0.153705184,Bachelors degree or higher,0.291332213
75k-99k,0.111452799,Bachelors degree or higher,0.460026267
75k-99k,0.133226602,Bachelors degree or higher,0.469401681
75k-99k,0.14978045,Bachelors degree or higher,0.100863416
75k-99k,0.135137822,Bachelors degree or higher,0.207234864
75k-99k,0.115545026,Bachelors degree or higher,0.315372247
75k-99k,0.105097949,Bachelors degree or higher,0.174125803
75k-99k,0.138709648,Bachelors degree or higher,0.282266644
75k-99k,0.138671414,Bachelors degree or higher,0.271165151
75k-99k,0.097984563,Bachelors degree or higher,0.701964364
75k-99k,0.124384529,Bachelors degree or higher,0.196713153
75k-99k,0.121804539,Bachelors degree or higher,0.372198648
75k-99k,0.124048088,Bachelors degree or higher,0.529507117
75k-99k,0.138077453,Bachelors degree or higher,0.278664907
75k-99k,0.169241037,Bachelors degree or higher,0.191485079
75k-99k,0.14118028,Bachelors degree or higher,0.198664473
75k-99k,0.119749425,Bachelors degree or higher,0.164868718
75k-99k,0.119313683,Bachelors degree or higher,0.16926467
75k-99k,0.138484147,Bachelors degree or higher,0.342645985
75k-99k,0.132675613,Bachelors degree or higher,0.273824259
75k-99k,0.12623571,Bachelors degree or higher,0.445079186
75k-99k,0.09682116,Bachelors degree or higher,0.482604096
75k-99k,0.138459362,Bachelors degree or higher,0.219156587
75k-99k,0.138943582,Bachelors degree or higher,0.34323986
75k-99k,0.142878549,Bachelors degree or higher,0.233225965
75k-99k,0.126960877,Bachelors degree or higher,0.233030526
75k-99k,0.146501898,Bachelors degree or higher,0.275766134
75k-99k,0.134260299,Bachelors degree or higher,0.271250616
75k-99k,0.135336852,Bachelors degree or higher,0.299865367
75k-99k,0.101701178,Bachelors degree or higher,0.177524447
75k-99k,0.115168874,Bachelors degree or higher,0.458249681
75k-99k,0.138277319,Bachelors degree or higher,0.314088453
75k-99k,0.133571987,Bachelors degree or higher,0.27632023
75k-99k,0.130032923,Bachelors degree or higher,0.401626451
75k-99k,0.135948044,Bachelors degree or higher,0.241459296
75k-99k,0.131056694,Bachelors degree or higher,0.199488266
75k-99k,0.128665093,Bachelors degree or higher,0.438679963
75k-99k,0.125384338,Bachelors degree or higher,0.361364871
75k-99k,0.15668382,Bachelors degree or higher,0.188885781
75k-99k,0.106842206,Bachelors degree or higher,0.425802411
75k-99k,0.146326707,Bachelors degree or higher,0.22815116
75k-99k,0.137518394,Bachelors degree or higher,0.249422877
75k-99k,0.131632037,Bachelors degree or higher,0.256875401
75k-99k,0.134822048,Bachelors degree or higher,0.457556516
75k-99k,0.137421008,Bachelors degree or higher,0.308514728
75k-99k,0.134487731,Bachelors degree or higher,0.216152104
75k-99k,0.12857582,Bachelors degree or higher,0.208246267
75k-99k,0.154324815,Bachelors degree or higher,0.336918244
75k-99k,0.129549175,Bachelors degree or higher,0.257561862
75k-99k,0.138158383,Bachelors degree or higher,0.19961201
75k-99k,0.117576194,Bachelors degree or higher,0.26735737
75k-99k,0.11178965,Bachelors degree or higher,0.38039479
75k-99k,0.116580742,Bachelors degree or higher,0.273562699
75k-99k,0.147676965,Bachelors degree or higher,0.280999786
75k-99k,0.127992187,Bachelors degree or higher,0.271458417
75k-99k,0.132551034,Bachelors degree or higher,0.196806045
75k-99k,0.118799006,Bachelors degree or higher,0.378530704
75k-99k,0.136486581,Bachelors degree or higher,0.238797673
75k-99k,0.119545014,Bachelors degree or higher,0.454870923
75k-99k,0.129366184,Bachelors degree or higher,0.286487018
75k-99k,0.111188712,Bachelors degree or higher,0.478122783
75k-99k,0.128825003,Bachelors degree or higher,0.343719809
75k-99k,0.143711991,Bachelors degree or higher,0.390050158
75k-99k,0.133968244,Bachelors degree or higher,0.209186754
75k-99k,0.141001361,Bachelors degree or higher,0.345639379
75k-99k,0.119723998,Bachelors degree or higher,0.35694807
75k-99k,0.134703049,Bachelors degree or higher,0.381552778
75k-99k,0.111432041,Bachelors degree or higher,0.525459524
75k-99k,0.129177261,Bachelors degree or higher,0.831601147
75k-99k,0.128231779,Bachelors degree or higher,0.40373815
75k-99k,0.104917189,Bachelors degree or higher,0.146076646
75k-99k,0.103921794,Bachelors degree or higher,0.178249077
75k-99k,0.108965853,Bachelors degree or higher,0.566255518
75k-99k,0.124638633,Bachelors degree or higher,0.357818208
75k-99k,0.137834625,Bachelors degree or higher,0.20822907
75k-99k,0.135657762,Bachelors degree or higher,0.457437329
75k-99k,0.122444702,Bachelors degree or higher,0.310682329
75k-99k,0.128962176,Bachelors degree or higher,0.277752356
75k-99k,0.109431702,Bachelors degree or higher,0.52297043
75k-99k,0.126961372,Bachelors degree or higher,0.312934444
75k-99k,0.14328437,Bachelors degree or higher,0.223661628
75k-99k,0.132300216,Bachelors degree or higher,0.297826777
75k-99k,0.142351356,Bachelors degree or higher,0.340876467
75k-99k,0.128457948,Bachelors degree or higher,0.40259765
75k-99k,0.122866968,Bachelors degree or higher,0.268377706
75k-99k,0.139949868,Bachelors degree or higher,0.388660983
75k-99k,0.134948244,Bachelors degree or higher,0.183848342
75k-99k,0.125480162,Bachelors degree or higher,0.318202299
75k-99k,0.134288405,Bachelors degree or higher,0.271025143
75k-99k,0.138354179,Bachelors degree or higher,0.444848662
75k-99k,0.119231223,Bachelors degree or higher,0.47581255
75k-99k,0.135471266,Bachelors degree or higher,0.460947426
75k-99k,0.137561541,Bachelors degree or higher,0.210084007
75k-99k,0.126142515,Bachelors degree or higher,0.325648827
75k-99k,0.130552763,Bachelors degree or higher,0.286048253
75k-99k,0.139850694,Bachelors degree or higher,0.260515491
75k-99k,0.134108691,Bachelors degree or higher,0.403503696
75k-99k,0.128894657,Bachelors degree or higher,0.216989517
75k-99k,0.127342516,Bachelors degree or higher,0.475674598
75k-99k,0.12981742,Bachelors degree or higher,0.307788424
75k-99k,0.144192438,Bachelors degree or higher,0.249492525
75k-99k,0.126640901,Bachelors degree or higher,0.34034031
75k-99k,0.12924934,Bachelors degree or higher,0.31786184
75k-99k,0.116133393,Bachelors degree or higher,0.476918747
75k-99k,0.128230054,Bachelors degree or higher,0.376489583
75k-99k,0.12691973,Bachelors degree or higher,0.444613809
75k-99k,0.151774306,Bachelors degree or higher,0.30312941
75k-99k,0.147655827,Bachelors degree or higher,0.250257159
75k-99k,0.121299998,Bachelors degree or higher,0.279126325
75k-99k,0.128396553,Bachelors degree or higher,0.387433064
75k-99k,0.13448589,Bachelors degree or higher,0.297628382
75k-99k,0.125290455,Bachelors degree or higher,0.188156327
75k-99k,0.136969891,Bachelors degree or higher,0.333464698
75k-99k,0.120965865,Bachelors degree or higher,0.444651389
75k-99k,0.122353359,Bachelors degree or higher,0.27941471
75k-99k,0.130275208,Bachelors degree or higher,0.237361188
75k-99k,0.129918969,Bachelors degree or higher,0.160912645
75k-99k,0.139168031,Bachelors degree or higher,0.253636485
75k-99k,0.140776237,Bachelors degree or higher,0.279731604
75k-99k,0.150926986,Bachelors degree or higher,0.278087215
75k-99k,0.106313084,Bachelors degree or higher,0.196135453
75k-99k,0.133438312,Bachelors degree or higher,0.156616008
75k-99k,0.137411956,Bachelors degree or higher,0.307135951
75k-99k,0.136637766,Bachelors degree or higher,0.408694136
75k-99k,0.136135066,Bachelors degree or higher,0.366603464
75k-99k,0.131676784,Bachelors degree or higher,0.40512049
75k-99k,0.105736724,Bachelors degree or higher,0.530916059
75k-99k,0.10440834,Bachelors degree or higher,0.298777033
75k-99k,0.114238097,Bachelors degree or higher,0.449060051
75k-99k,0.113857092,Bachelors degree or higher,0.285357465
75k-99k,0.142675687,Bachelors degree or higher,0.335083172
75k-99k,0.149896772,Bachelors degree or higher,0.227299243
75k-99k,0.131357665,Bachelors degree or higher,0.243068616
75k-99k,0.122845985,Bachelors degree or higher,0.251064623
75k-99k,0.116110163,Bachelors degree or higher,0.520588338
75k-99k,0.115597153,Bachelors degree or higher,0.425253263
75k-99k,0.143145661,Bachelors degree or higher,0.410408461
75k-99k,0.134136385,Bachelors degree or higher,0.295658911
75k-99k,0.115456118,Bachelors degree or higher,0.206679325
75k-99k,0.136192271,Bachelors degree or higher,0.309052564
75k-99k,0.112531933,Bachelors degree or higher,0.512014769
75k-99k,0.136549309,Bachelors degree or higher,0.351647963
75k-99k,0.109332716,Bachelors degree or higher,0.623307455
75k-99k,0.152145379,Bachelors degree or higher,0.233437581
75k-99k,0.137377446,Bachelors degree or higher,0.246953344
75k-99k,0.139027767,Bachelors degree or higher,0.289372683
75k-99k,0.148860812,Bachelors degree or higher,0.287454467
75k-99k,0.127730123,Bachelors degree or higher,0.298667057
75k-99k,0.118992223,Bachelors degree or higher,0.184538128
75k-99k,0.137391592,Bachelors degree or higher,0.420439253
75k-99k,0.138555296,Bachelors degree or higher,0.210149605
75k-99k,0.113351942,Bachelors degree or higher,0.484226524
75k-99k,0.108064652,Bachelors degree or higher,0.580714919
75k-99k,0.122056125,Bachelors degree or higher,0.221362834
75k-99k,0.142063007,Bachelors degree or higher,0.254818254
75k-99k,0.126759106,Bachelors degree or higher,0.188777751
75k-99k,0.140041561,Bachelors degree or higher,0.27543841
75k-99k,0.118015576,Bachelors degree or higher,0.392664614
75k-99k,0.10662557,Bachelors degree or higher,0.323445938
75k-99k,0.142146715,Bachelors degree or higher,0.241414166
75k-99k,0.137394442,Bachelors degree or higher,0.240106009
75k-99k,0.117742919,Bachelors degree or higher,0.173425302
75k-99k,0.137401283,Bachelors degree or higher,0.305467668
75k-99k,0.117914866,Bachelors degree or higher,0.623252059
75k-99k,0.100885149,Bachelors degree or higher,0.442583168
75k-99k,0.148765337,Bachelors degree or higher,0.266901975
75k-99k,0.143270716,Bachelors degree or higher,0.184333956
75k-99k,0.133109102,Bachelors degree or higher,0.191003674
75k-99k,0.140767885,Bachelors degree or higher,0.272681554
75k-99k,0.13759021,Bachelors degree or higher,0.228332198
75k-99k,0.121380921,Bachelors degree or higher,0.555126801
75k-99k,0.141496787,Bachelors degree or higher,0.245992216
75k-99k,0.124542363,Bachelors degree or higher,0.36098465
75k-99k,0.138908641,Bachelors degree or higher,0.28679365
75k-99k,0.125021463,Bachelors degree or higher,0.346617277
75k-99k,0.122113707,Bachelors degree or higher,0.326562831
75k-99k,0.126413989,Bachelors degree or higher,0.344480893
75k-99k,0.131368179,Bachelors degree or higher,0.246324107
75k-99k,0.140216797,Bachelors degree or higher,0.221899626
75k-99k,0.111637471,Bachelors degree or higher,0.30278789
75k-99k,0.122243464,Bachelors degree or higher,0.284981829
75k-99k,0.120905803,Bachelors degree or higher,0.226049696
75k-99k,0.12280162,Bachelors degree or higher,0.416373138
100k-149k,0.191978815,Bachelors degree or higher,0.265102325
100k-149k,0.15890153,Bachelors degree or higher,0.583471774
100k-149k,0.175131541,Bachelors degree or higher,0.308684418
100k-149k,0.178501688,Bachelors degree or higher,0.296767348
100k-149k,0.032267148,Bachelors degree or higher,0.279185024
100k-149k,0.16692305,Bachelors degree or higher,0.283934915
100k-149k,0.174242136,Bachelors degree or higher,0.36637518
100k-149k,0.180848174,Bachelors degree or higher,0.257892419
100k-149k,0.138029401,Bachelors degree or higher,0.24109278
100k-149k,0.109797652,Bachelors degree or higher,0.174710483
100k-149k,0.166499176,Bachelors degree or higher,0.423906369
100k-149k,0.148739411,Bachelors degree or higher,0.197346034
100k-149k,0.169299922,Bachelors degree or higher,0.518413922
100k-149k,0.181934918,Bachelors degree or higher,0.355221155
100k-149k,0.166326358,Bachelors degree or higher,0.270840143
100k-149k,0.147213715,Bachelors degree or higher,0.241439286
100k-149k,0.199479742,Bachelors degree or higher,0.344551077
100k-149k,0.168598778,Bachelors degree or higher,0.293744666
100k-149k,0.164428959,Bachelors degree or higher,0.265270303
100k-149k,0.209969814,Bachelors degree or higher,0.441421922
100k-149k,0.171987741,Bachelors degree or higher,0.23945071
100k-149k,0.1430558,Bachelors degree or higher,0.225182673
100k-149k,0.116172358,Bachelors degree or higher,0.170417072
100k-149k,0.155413025,Bachelors degree or higher,0.265660936
100k-149k,0.166423887,Bachelors degree or higher,0.289623792
100k-149k,0.19055446,Bachelors degree or higher,0.297880398
100k-149k,0.18042066,Bachelors degree or higher,0.377655734
100k-149k,0.129720278,Bachelors degree or higher,0.229941147
100k-149k,0.181004857,Bachelors degree or higher,0.286119453
100k-149k,0.118866798,Bachelors degree or higher,0.314967247
100k-149k,0.134597232,Bachelors degree or higher,0.210690844
100k-149k,0.144840871,Bachelors degree or higher,0.331468104
100k-149k,0.108988788,Bachelors degree or higher,0.169544378
100k-149k,0.170132337,Bachelors degree or higher,0.340796969
100k-149k,0.196103473,Bachelors degree or higher,0.365306186
100k-149k,0.190163713,Bachelors degree or higher,0.334928259
100k-149k,0.143559773,Bachelors degree or higher,0.293054214
100k-149k,0.117283,Bachelors degree or higher,0.139646854
100k-149k,0.203048442,Bachelors degree or higher,0.403785158
100k-149k,0.170070305,Bachelors degree or higher,0.391214145
100k-149k,0.148454894,Bachelors degree or higher,0.310617512
100k-149k,0.182952183,Bachelors degree or higher,0.452086084
100k-149k,0.198572813,Bachelors degree or higher,0.429177385
100k-149k,0.176499064,Bachelors degree or higher,0.365790292
100k-149k,0.17871036,Bachelors degree or higher,0.371173178
100k-149k,0.114461948,Bachelors degree or higher,0.210191757
100k-149k,0.135894418,Bachelors degree or higher,0.193388765
100k-149k,0.199742738,Bachelors degree or higher,0.264360808
100k-149k,0.19634874,Bachelors degree or higher,0.393153686
100k-149k,0.209114365,Bachelors degree or higher,0.405956397
100k-149k,0.182719302,Bachelors degree or higher,0.285094124
100k-149k,0.112551434,Bachelors degree or higher,0.189880326
100k-149k,0.183330832,Bachelors degree or higher,0.485993302
100k-149k,0.146904603,Bachelors degree or higher,0.322416448
100k-149k,0.15351572,Bachelors degree or higher,0.253861635
100k-149k,0.176602781,Bachelors degree or higher,0.476798341
100k-149k,0.166818743,Bachelors degree or higher,0.264152233
100k-149k,0.134965541,Bachelors degree or higher,0.217391375
100k-149k,0.147820941,Bachelors degree or higher,0.326482023
100k-149k,0.146619629,Bachelors degree or higher,0.556350898
100k-149k,0.139928616,Bachelors degree or higher,0.259842849
100k-149k,0.181817207,Bachelors degree or higher,0.298678968
100k-149k,0.156972004,Bachelors degree or higher,0.342796413
100k-149k,0.196336448,Bachelors degree or higher,0.53247643
100k-149k,0.220378381,Bachelors degree or higher,0.225390914
